Sr.No,Hospital Name,Address,City,State,Pin Code
702,Retina Speciality Hospital,"204, Scheme 54 Pu-4, Behind Malhar Mega Mall, A.B., Rasoma Square, A.B. Road",Indore,Madhya Pradesh,452010
703,Shri Ram Health Centre,"Near Collectorate, Pali Road, Sohagpur,",Shahdol,Madhya Pradesh,484001
704,Indore India Eye Care,"Satsang Sagar 1St Floor Opp. S.I.C.A. Scheme No., Sch No.54, Vijay Nagar",Indore,Madhya Pradesh,452010
705,NavJeevan Hospital - Bhopal,"Hig 652 Arvind Vihar Colony, Near Mount Carmel School,",Bhopal,Madhya Pradesh,462043
706,Noble Multispeciality Hospital - Bhopal,"269/1, Oppsite Misrod Police Station, Misrod",Bhopal,Madhya Pradesh,462026
707,Prakash Eye Care & Laser Centre,"Plot - 131/14, Zone - Ii, Mp Nagar, Provident Fund Office",Bhopal,Madhya Pradesh,462011
708,Dewas Hospital & Research Centre Pvt. Ltd.,"231, A.B. Road, Dewas,",Dewas,Madhya Pradesh,455001
709,Jaibo Eye Hospital,"3, Govindpuri, Near Silver Estate, Supershop University Main Road",Gwalior,Madhya Pradesh,474011
710,Asg Hospital Pvt Ltd - Bhopal,"E-3/157, Arera Colony",Bhopal,Madhya Pradesh,462001
711,Batalia Eye Hospital,"Dr. Batalia Road, Near Clock Tower,",Jabalpur,Madhya Pradesh,482001
712,Sanjeevini Multispeciality Hospital,"Garha Colony, Hat Road,",Guna,Madhya Pradesh,473001
713,Best Super Speciality Hospital,"1352, Napier Town, Home Science College Road, Napier Town,",Jabalpur,Madhya Pradesh,482002
714,Om Hospital & Research Centre,"C/39,Padmanabh Nagar, Near Prabhat Petrol Pump",Bhopal,Madhya Pradesh,462023
715,Maheshwari Hospital - Bhopal,"07, Om Shiv Nagar, Gufa Mandir Road,Lalghati",Bhopal,Madhya Pradesh,462032
716,Matashree Netralaya,"G 2 Behind Auramall Near Manorma Homes, Gulmohar,",Bhopal,Madhya Pradesh,462039
717,Narmada Apna Hospital,"Harda By Pass Road, Near Double Fatak,",Hoshangabad,Madhya Pradesh,461001
718,Mission Hospital - Damoh,"Church Compound Rai Churaha Near Buss Stand, Kachora Road",Damoh,Madhya Pradesh,470661
719,Shanta Nursing Home & Research Centre,"Patankar Bazar, Lashar, Lashkar Gwalior",Gwalior,Madhya Pradesh,474001
720,Mewar Hospital Pvt. Ltd. - Mandsaur,"Near Police Line Chouraha, Mhow-Neemuch Road, Sbi Bank,",Mandsaur,Madhya Pradesh,458001
721,Infinity Hospital & Research Centre,"2Nd Floor, Dixit Pride, Near Taiyabali Petrol Pump, Opp Taiyabhli Petrol Pump",Jabalpur,Madhya Pradesh,482001
722,Vindhya Hospital & Research Centre,"Bass Ghat,Near Old Bus Stand, Ward No-6",Rewa,Madhya Pradesh,486001
723,Peoples Hospital - Bhopal,"By Pass Road, Bhanpur, Bhanpur Bypass",Bhopal,Madhya Pradesh,462037
724,Jeevan Jyoti Netralaya,"Site No.1, Near Hotel Central Park, City Centre",Gwalior,Madhya Pradesh,474011
725,Keshav Hospital - Hoshangabad,"Itwara Bazaar Indira Chowk, Hoshangabad",Hoshangabad,Madhya Pradesh,461001
726,NEW SURYA HOSPITAL,"Lagan Compound, Ganga Ashram, Near Gurudwara,",Sehore,Madhya Pradesh,466001
727,Shalya Joint Care,"B-18, Shahpura, Shahpura",Bhopal,Madhya Pradesh,462039
728,APPLE SUPERSPECIALITY HOSPITALS LLP,"Renuka Mata Road, Near Shikarpura Thana,",Burhanpur,Madhya Pradesh,450331
729,Silverline Hospital - Bhopal,"80, Motia Takab, Opp. Taj-Ul-Masajid,",Bhopal,Madhya Pradesh,462001
730,Manav Netralaya & Lasik Laser Centre,"Huzrat Chouraha, Jinsi Road, No. 3, Lashkar",Gwalior,Madhya Pradesh,474001
731,Siddhanta Red Cross Superspeciality Hospital,"Red Cross Campus, Shivaji Nagar, Link Road No. 1,",Bhopal,Madhya Pradesh,462016
732,Shree Govardhan Critical Care Maternity Trauma Cen,"Mahaveer Ward, Link Road, Sadar,",Betul,Madhya Pradesh,460001
733,Galaxy Hospital - Bhopal,"25,Banjari, Near Jain Mandir, Danish Kunj, Kolar Road,",Bhopal,Madhya Pradesh,462042
734,Chaudhary Nursing Home - Neemuch,"07, Bihar Bag, Manasa Road,",Neemuch,Madhya Pradesh,458441
735,AKSHAYA MEDITECH HOSPITAL- BHOPAL,"Rishi Nagar, Char Imli, Opp Ekant Park, Link Road No 3",Bhopal,Madhya Pradesh,462016
736,Amrita Hospital - Sohagpur,"Rewa Road, Vill-Pipariya, Sohagpur,",Shahdol,Madhya Pradesh,484001
737,Paliwal Hospital Multi Super Speciality Unit,"Plot No. 1, Near Isbt, Hoshangabad Road,",Bhopal,Madhya Pradesh,462011
738,Carewell Multispeciality Hospital - Bhopal,"Gufa Mandir Road, Lalghati,",Bhopal,Madhya Pradesh,462030
739,"GARG NURSING HOME -
Morena","Near Ramjanki Mandir,Jiwaji Ganj,Morena(M.P)",Morena,Madhya Pradesh,476001
740,RJN Apollo Spectra Hospital,"18, Vikas Nagar, Sai Baba Mandir",Gwalior,Madhya Pradesh,474002
741,Vedanta Hospital - Bhopal,"18, Ashok Vihar, Nagar Nigam Complex, Sabji Muncli",Bhopal,Madhya Pradesh,462023
742,Sagarshree Hospital & Research Institute Pvt. Ltd.,"Deendayal Nagar, Chauraha, Jabalpur Road, Prabhkar Nagar, Makronia, Saugor",Sagar,Madhya Pradesh,470004
743,"ANAND HOSPITAL -
Chhindwara","Private Bus Stand, Chhindwara,",Chhindwara,Madhya Pradesh,480001
744,ANANDAM HOSPITAL,"Kamal Nagar, A.B Road,",Barwani,Madhya Pradesh,451666
745,Goodwill Hospital - Bhopal,"32, Ali Manzil Road, Shahjahanabad",Bhopal,Madhya Pradesh,462001
746,Rewa Hospital And Research Centre,"P.T.S. Road,Near New Bus Stand, P.T.S Road",Rewa,Madhya Pradesh,486001
747,Bansal Eye Hospital & Laser Surgery Center,"Nawab Kothi, Near Kaul Nursing Home , Behind S.S
., Nawab Kothi Kampoo",Gwalior,Madhya Pradesh,474009
748,UJJAIN ORTHO HOSPITAL,"49, Kamla Nehru Marg , Freeganj,",Ujjain,Madhya Pradesh,456010
749,Kailash Superspeciality Hospital,"Idgah Kampoo, Lashkar",Gwalior,Madhya Pradesh,474001
750,Pushpanjali Super Speciality Hospital,"Zone No.13, Ward No.52, Opp.Of Shubhalay Vihar, Aakriti Eco City Road, Bawadiya Kala",Bhopal,Madhya Pradesh,462039
751,Roshan Hospital - Govindpura,"7-A-B,Govind Garden,Raisen Road,Govindpura",Bhopal,Madhya Pradesh,462023
752,CHITRAKOOT EYE HOSPITAL,"Ukhri Chouraha Shadabdipuram Vijay Nagar, Beside Global Hospital,",Jabalpur,Madhya Pradesh,482001
753,Lalit Geetanjali Makan Hospital(Vidhya Ram Hosp),"M-28, B. Sector, Indranagar, Near Nagar Palika",Bhopal,Madhya Pradesh,462046
754,Abm Multi Speciality Hospital,"5, Motia Talab Road,Opp. Taj-Ul-Masjid",Bhopal,Madhya Pradesh,462001
755,CARE INFINITY HOSPITAL,"104,105, Vijay Nagar, Lalghati Square,",Bhopal,Madhya Pradesh,462030
756,SHREE SIDDHI VINAYAK MULTISPECIALITY HOSPITAL,"12, Dashpur Kunj, Opp Civil Hospital, Mandsaur,",Mandsaur,Madhya Pradesh,458001
757,"DEEPSHIKHA HOSPITAL -
Bhopal","31 Sector-A, Vidhayanagar, Near Barkatullah, Main Hoshangabad Road",Bhopal,Madhya Pradesh,462026
758,AGARWAL HOSPITAL AND RESEARCH INSTITUTE,"H-204 Madhav Nagar, Lashkar",Gwalior,Madhya Pradesh,474002
759,Mount Hospital,"H.No.1/637,Arvind Vihar,Op.Uco Bank,Bagmugaliya, Opp. Uco Bank, Bagmugalia",Bhopal,Madhya Pradesh,462043
760,Sudarshan Netralaya - Huzur,"Plot No. 61 Old Mla Quaters Above Union Bank, Jawahar Chowk Bhopal(M.P), Shastri Nagar (Bhopal)",Bhopal,Madhya Pradesh,462003
761,Arera Medical Store Arera Trauma And Critical Care,"E-3/240, Arera Colony, Bhopal,",Bhopal,Madhya Pradesh,462039
762,Kalyan Multispeciality Hospital,"34-35 Laxmibai Colony, Padav",Gwalior,Madhya Pradesh,474002
763,Ozone Hospital,"2, Shreenath Colony, Direuion Road, Direuion Road",Khargone,Madhya Pradesh,451001
764,Rana Uday  Hospital,"11- Sharda Colony, Bus Stand, Bus Stand, Sehore",Sehore,Madhya Pradesh,466001
765,Jindal Hospital Diagnostic & Research Centre,"Bhagatsingh Road Bhagatsingh Road, Near Bus Stand Seoni",Seoni,Madhya Pradesh,480661
766,Shree Vinayak Hospital - Bhopal,"347. Mandakini Colony,",Bhopal,Madhya Pradesh,462042
767,Er. H.N Hema Memorial Super Speciality Heart,"Iti Road Opp. Isbt Deen Dayal Chowk, Opp Isbt Deen Dayal Chowk",Jabalpur,Madhya Pradesh,482002
768,Mona Multispeciality Hospital,"Plot No. 1 Lala Lajpat Rai Colony Near Hdfc Bank,B",Bhopal,Madhya Pradesh,462023
769,Prime Hospital And Research Centre,105-A Civil Lines Main Road Dewas,Dewas,Madhya Pradesh,455001
770,Green City Hospital.,"07, Saraswati Complex,Dig Square, Berasiya Road",Bhopal,Madhya Pradesh,462001
771,Surya Sahyadri Hospital - U/o Surya Hosp Pvt Ltd,"1317 Kasba Peth, Agarwale Road, Near Shaniwar Wada",Pune,Maharashtra,411011
772,Rane Hospital,"Pestom Sagar, Road No. 2, Chembur",Mumbai,Maharashtra,400089
773,Shushrusha Heart Care Centre & Speciality Hospital,"Plot 22 - A, Phase - Ii, Sector - 6, Nerul (W), Navi Mumbai",Navi Mumbai,Maharashtra,400706
774,Rao Nursing Home,"691A/ 1A-1, Cts No. 1897-B, Pune-Satara Road, Next To Big Bazar, Bibwewadi",Pune,Maharashtra,411037
775,Shri Ganapati Netralaya,"Near Janta High School, Devalgaonraja Mantha Road,",Jalna,Maharashtra,431203
776,KKASTURI Medicare Pvt. Ltd,"Harsh Niketan, Gaoddevi Road,Behind Navrang Hotel, Opp. Geeta Nagar, Bhayander ( W )",Thane,Maharashtra,401101
777,Thunga Hospital,"Renuja Dham, Near Raymond Showroom, Mira Bhayander Road, , Mira Road (E)",Thane,Maharashtra,401107
778,Bai Jerbai Wadia Hospital for Children,"Acharya Donda Marg, Parel (W)",Mumbai,Maharashtra,400012
779,H. J. Doshi Ghatkopar Hindu Sabha Hospital,"Shradhanand Road, Ghatkopar (W)",Mumbai,Maharashtra,400086
780,Dhanraj Girji Hospital,"4, Railway Lines, Near Park Chowk .Near Park Chowk, Solapur",Solapur,Maharashtra,413001
781,Lavekar Hospital,"Vazirabad,Subhash Road,",Nanded,Maharashtra,431601
782,Asian Institute of Medical Sciences,"Plot P-72 Millap Nagar, Midc, Dombivli",Thane,Maharashtra,421203
783,DEOYANI MULTISPECIALITY HOSPITAL - Pune,"Plot No. 121, Lane No.4, Dahanukar Colony, Cummins Circle, Kothrud",Pune,Maharashtra,411038
784,"ASHWINI SAHAKARI RUGNALAYA & RESEARCH
CENTRE .","Survery No. 7107-1, Plot No. 180, North Sadar Bazar",Solapur,Maharashtra,413003
785,Giriraj Hospital,"Indapur Road, Near S T Stand, Dist. Pune",Baramati,Maharashtra,413102
786,PBMA's H. V. Desai Eye Hospital,"S. No. 93, Tarwade Vasti, Mohammedwadi, Hadapsar",Pune,Maharashtra,411060
787,Om Hospital ( Pune ),"Sr.No 201/5, Hutatma Chowk, Alandi Road, Bhosari",Pune,Maharashtra,411039
788,Sushrut Hospital & Research Centre,"365, Swastik Park, Chembur (E)",Mumbai,Maharashtra,400071
789,MOGRE HOSPITAL - NAGPUR,"Tajashree Govind, Sakkadara Square, Urrmer Road.",Nagpur,Maharashtra,440009
790,Indravati Hospital & Research Centre,"Sector 3K, Behind Nmmt Bus Depot, Airoli (W)",Navi Mumbai,Maharashtra,400708
791,SANJEEVANI CHILDRENS HOSPITAL - AURANGABAD,"14/15, Kushal Nagar, Near Patidar Bhavan, Behind J &K Bank, Jalna Road,",Aurangabad,Maharashtra,431001
792,Kolhapur Institute of Orthopedics and Trauma,New Shahupuri,Kolhapur,Maharashtra,416001
793,APEX HOSPITALS Borivali,"Vaishali Heights A Wing Near Standard Chart Bank, Chadavarkar Road Borivali West",Mumbai,Maharashtra,400092
794,MANIK HOSPITAL & RESEARCH CENTRE,"Shivneri Nagar Beside Jawahar Nagar, Near Police Station",Aurangabad,Maharashtra,431005
795,Gillurkar Multispeciality Hospital,"20 Reshimbagh, Umred Road",Nagpur,Maharashtra,440009
796,Lokmanya Hospital Pvt. Ltd.,"314/B, Ganesh Nagar,Near Chinchwad Railway Stn., Chinchwad - Pune",Pune,Maharashtra,411033
797,Shreedevi Hospital - Kalyan,"Dr. Deepak Shetty Memorial, Akash Arcade Near Bhanu Sagar Theatre, Kalyan (W)",Thane,Maharashtra,421301
798,Sanjeevan Intensive Care Unit Pvt Ltd,"Opp Nagarpalika Shopping Centre Sarad Bazar Satara, Sadar Bazar",Satara,Maharashtra,415001
799,Jupiter Lifeline Hospitals Ltd,"Eastern Express Highway, Thane, Eastern Express Highway",Thane,Maharashtra,400601
800,Shri Markandey Solapur Sahakari Rugnalaya & Resear,"Final Plot No 19 , Paccha Peth Near Ram Mandir, Daji Peth , Solapur",Solapur,Maharashtra,413005
801,SETH NANDLAL DHOOT HOSPITAL,"A-1, Midc Chikalthana Jalna Road, Aurangabad",Aurangabad,Maharashtra,431210
802,Mahatme Eye Bank & Eye Hospital,"2183 - C Chintaman Nagpur, Near Rajiv Nagar, Somalwada",Nagpur,Maharashtra,440025
803,YASHODHARA SUPER SPECIALITY HOSPITAL,"6158, Siddheshwar Peth, Near Zilla Parishad",Solapur,Maharashtra,413003
804,K. J. Somaiya Hospital And Research Centre,"Somaiya Ayurviher Near Everard Nagar Eastern, Express Highway, Sion",Mumbai,Maharashtra,400022
805,Parakh Hospital - Ghatkopar,"Khokhani Lane, Opp. Ghatkopar Rly. Stn., Ghatkopar",Mumbai,Maharashtra,400077
806,DESAI ACCIDENT AND GENERAL HOSPITAL,"Pune Nashik Highway Sadguru Nagar, Bhosari",Pune,Maharashtra,411039
807,Niramaya Medical Foundation & Research Centre P.L.,"Ashok Nagar, Bhigwan Raod, Baramati",Baramati,Maharashtra,413102
808,Dr. D. Y. Patil Hospital and Research Centre,"Sector 5, Nerul, Navi Mumbai, D. Y. Patil Complex",Navi Mumbai,Maharashtra,400706
809,Dr. Nagvekar's Hospital & Nursing Home,"Opp. Vidya Mandir College Road, Kankavli",Kankavli,Maharashtra,416602
810,Mahatma Gandhi Mission Medical Centre,"N6, Cidco Jalna Road, Aurangabad, Marathwada",Aurangabad,Maharashtra,431003
811,Isha Netralay (U/o Dr. Shah Laser Eye Institute),"Radha Krishna Sankul, Karnik Road, Opp-Holycross Hospital, Kalyan",Thane,Maharashtra,421301
812,Pawana Hospital - Somatane,"Somatane Phata, Near Pune Mumbai Express Highway, Parandwadi Road,Talegaon Dabhade Taluka Mawal,",Pune,Maharashtra,410506
813,Murarka Hospital,"Jatharpeth Road, Durga Chowk",Akola,Maharashtra,444005
814,"Geetanjali Hospital,","2410/B, Siddhanth Wadi, Near S.T. Stand",Satara,Maharashtra,412803
815,SANJEEVAN MULTISPECIALITY HOSPITAL,"Ratanlal Plot, Mahadev Mandir Road",Yavatmal,Maharashtra,445001
816,Sujata Birla Hospital & Medical Research Centre,"Opp. Bytco College, Nashik Road",Nashik,Maharashtra,422101
817,ANAND RISHIJI HOSPITAL AND MEDICAL,"124, Anand Rishiji Marg, Ahmednagar",Ahmednagar,Maharashtra,414001
818,"BHAKTIVEDANTA HOSPITAL(Sri
Chaitanya Seva Trust)","Sector 1, Srishti Complex, Bhaktivedanta Swami Marg, Mira Road (E)",Thane,Maharashtra,401107
819,Chirayu Superspeciality Hospital,"Ground Floor Vimal Deep Bld, Mira Bhyander Road, Bhayandar (E), Behind Balaji Hospital",Thane,Maharashtra,401105
820,PARKAR HOSPITAL RESEARCH INSTITUTE PVT LTD,"828 Shivaji Nagar,",Ratnagiri,Maharashtra,415639
821,Bharati Hospital And Research Centre,"Katraj, Dhankwadi",Pune,Maharashtra,411043
822,KABRA HOSPITAL,"55 Mahesh Nagar Near Sfs Highschool, Jalna Road",Aurangabad,Maharashtra,431001
823,Manwatkar Multispecialist Hospital,"Near Medicine Complex, Behind Jayant Talkies , Ekori Ward,",Chandrapur,Maharashtra,442402
824,KHADKE ACCIDENT HOSPITAL,"Nr. Bhaskar Market, M.J. Collage Road, Near Bhaskar Market",Jalgaon,Maharashtra,425001
825,Kunal Hospital and Critical Care Centre,"Koradi Road , Manakpur",Nagpur,Maharashtra,440030
826,Wockhardt Hospitals - Nashik,"Wani House, Near Wadala Naka, Mumbai Agra Road, Nasik",Nashik,Maharashtra,422001
827,Apple Hospital & Research Institute Ltd.,"804/2, 805/2, E' Ward, Circute House, Kadamwadi Road, Bhosalewadi",Kolhapur,Maharashtra,416003
828,Warana Institute Of Uro- surgery,"1099/1,Opp B.T. College,Near K.D.C.C Bank, Shahupuri",Kolhapur,Maharashtra,416001
829,Krupamayi Hospitals,"Opp Youth Hostel, Near Baba Petrol Pump,",Aurangabad,Maharashtra,431001
830,ASHA INSTITUTE OF MEDICAL SCIENCES & RESEARCH CENTRE PVT LTD,"Cantonment Kamptee, Nh-07 Near Lekha Nagar",Nagpur,Maharashtra,441001
831,Terna Sahyadri Speciality Hospital & Research Cen,"Plot No-12,Sector-22, Phase-2, Nerul(W), Opp Nerul Railway Station",Navi Mumbai,Maharashtra,400706
832,SHARADA CLINIC & ERRAM HOSPITAL,"Mangalwar Peth Station Road, Near Krishna Naka",Karad,Maharashtra,415110
833,Sahyadri Speciality Hospital - Karad,"Adv. Dadasaheb Chavan Nagar, At & Post Warunji, Near Old Koyana Bridge",Karad,Maharashtra,415110
834,Suraj Eye Institute (Om Drishti Trust),"559, New Colony, Byranji Town",Nagpur,Maharashtra,440001
835,Birmole Hospital,"118/1, Cuf Road, Cuf Nagar, Old Panvel, , Behind Garden Hotel",Panvel,Maharashtra,410206
836,Maa Ganga Memorial Baheti Hospital,"Akola Naka Washim, Washim",Washim,Maharashtra,444505
837,Gayatri Urological Surgical Hospital,"51- A, Plot No 6 N H No 6, Radhakrishna Colony,",Jalgaon,Maharashtra,425001
838,SAMARTH CHILDREN HOSPITAL,"Vishvlaxmi Complex Above Janlaxmi Bank, Building, Satana Road,",Malegaon,Maharashtra,423203
839,Krishna Hospital - Latur,"Behind Keshevraj High School, Shyam Nagar,",Latur,Maharashtra,413512
840,Divine Multispeciality Hospital,"Plot No 21, Sector 6, Ghansoli, Navi Mumbai",Navi Mumbai,Maharashtra,400701
841,Swasthya Hospital MRC,"Lal Taki, Road",Ahmednagar,Maharashtra,414001
842,Deepak Hospital - Jalna,"Near Town Hall, Jalna",Jalna,Maharashtra,431203
843,Bhagat Multispeciality Hospital,"Main Road, Saoner, , Saoner, Nagpur",Nagpur,Maharashtra,441107
844,Joshi Hospital & Dialysis Center,"23 Datta Colony, Taranani Chowk",Kolhapur,Maharashtra,416003
845,Shree Mayureshwar Rural Hospital,"Kedgaon Chaufula Rd., Boripardhi (Kedgaon Stn), Tal
- Daund",Pune,Maharashtra,412203
846,Galaxy Care Laparoscopy Institute Pvt. Ltd,"25A, Karve Road, Erandware, Karve Road",Pune,Maharashtra,411004
847,Alpha Superspeciality Hospital,"Shyam Nagar, Latur, Ambajogai Road",Latur,Maharashtra,413512
848,Siddhagiri Hospital & Research Centre,"1650, Plot No-1, Kanari Math, Tal-Karveer",Kolhapur,Maharashtra,416234
849,Shree Ramnath Hospital - Konkan Cardiac Centre,"Lotlikar Plaza, Maruti Mandir, Ratnagiri",Ratnagiri,Maharashtra,415612
850,Niramay Hospital - Parner,"A/P. Supa, Parner Road, Parner",Ahmednagar,Maharashtra,414301
851,Platinum Hospital- Mumbai,"G 103, Colurs Scap Mall, Dd Upadhaya Marg, Lbs Road, Mulund West",Mumbai,Maharashtra,400080
852,Mangal Prabhu Nursing Home,"Plot No 27, Sector 24, Sanpada, Navi Mumbai",Navi Mumbai,Maharashtra,400706
853,"APEX KIDNEY CARE PVT. LTD.
(Mira Road)","101, Eden Rose Complex, Beverly Park, Miraroad (E), Opp. Cine Prime Multiplex",Thane,Maharashtra,401107
854,Bethany Trust - Bethany Hospital,"Opp Ma-Niketan, Pokhran Road No. 2, Nx To Blue Star",Thane,Maharashtra,400610
855,Mahatma Gandhi Cancer Hospital,"Near Gulabrao Patil Homeopathic Medical, Miraj",Miraj,Maharashtra,416410
856,Global Hospital & Research Institute,"577/2,Near Dattawadi Police Chowky, Off Sinhagad, Road, Dattawadi, Pune - 411030",Pune,Maharashtra,411030
857,NIMAI CHILDREN HOSPITAL,"Plot No. 2 &3,N-9, M-2 Road,Ranjanvan, Hsg Society, Hadko,Aurangabad",Aurangabad,Maharashtra,431003
858,Kute Hospital & Laproscopy Centre,"40Ft,D.P. Road Tajane Mala, Navin Nagar Road, Sangamner, Dist-Ahmednagar",Ahmednagar,Maharashtra,422605
859,Christ Hospital,"Jyoti Nagar, Tukum, Chandrapur, Tukum",Chandrapur,Maharashtra,442401
860,Panvel Hospital,"Riddhi Siddhi Plaza, Uran Naka, Plot No 260-A, Old Panvel, Raigad",Panvel,Maharashtra,410206
861,Kudalkar Hospital,"Near Vadgaon Highschool,Hatkanangle Road, Kolhapur, Peth Vadgaon",Kolhapur,Maharashtra,416112
862,Dhanwantari Multi Specialty Hospital,"New Agra Road, Chinchkhed Road, Pimpulaon Buswant",Nashik,Maharashtra,422209
863,Bhirud Hospital,"Jamner Road ,Near Maharana Pratap School",Bhusawal,Maharashtra,425201
864,Shree Mahaganapati Hospital (Creative Groups),"Plot No.75/76, Radha Nagar, Titwala (E), Tal. Kalyan",Thane,Maharashtra,421605
865,Gangamai Hospital,"Plot No. 279/1, Modhikhana, Ramwadi Road",Solapur,Maharashtra,413004
866,Shah Lifeline Hospital & Heart Institute Pvt. Ltd.,"Geeta Nagar Phase -Vii Mira Bhayandar Road, Mira Road, Opp Ration Card Office",Thane,Maharashtra,401107
867,Ashwini Hospital - Jalgaon,"62, Housing Society, Shahu Nagar, Jalgaon - 425001",Jalgaon,Maharashtra,425001
868,Star City Multispeciality Hospital Pvt.Ltd.,"Anant Sudha Bhavan, Gopal Chowk, Chakki Naka, Kalyan (E)",Thane,Maharashtra,421306
869,Yogeshwari Hospital & Intensive Care Unit,"Yogeshwari, Shalimar Chowk, Daund",Pune,Maharashtra,413801
870,SUYASH HOSPITAL - SEAWOODS,"51-Ugam Complex, Sec-40, Above Oriental Bank, Seawoods (West) Navi Mumbai-400706, D Mart Lane",Navi Mumbai,Maharashtra,400706
871,Sulochan Retina Care Centre,"1St Floor, Above Ganpati Mri & Ct Scan Centre, Behind Kabra Petrol Pump",Jalgaon,Maharashtra,425001
872,Orchid Multi Superspeciality Hospital,"271-272 (P), Jilhapeth,",Jalgaon,Maharashtra,425001
873,HI-TECH MULTISPECIALITY HOSPITAL & RESEARCH CENTER,"49 B, Dastur Road, Rajpeth",Amravati,Maharashtra,444606
874,Six Sigma Medicare & Research Ltd.,"Mahatma Nagar, Opp Water Tank",Nashik,Maharashtra,422007
875,Latur Cancer & Leproscopic Centre,"Nandi Stop, Ausa Road, Ausa Road Latur",Latur,Maharashtra,413512
876,Acharya Shri Nanesh Hospital,"34 To 37, Sec. 8A, Artist Village, Cbd Belapur",Navi Mumbai,Maharashtra,400614
877,Vishvanath Hospital,"Jamnerroadbhusawalbhusawal,Jalgaon, Near Ashtaghuja Devi Mandir",Bhusawal,Maharashtra,425201
878,Century Multispeciality Hospital,"Opp. Central Bus Stand,",Aurangabad,Maharashtra,431001
879,Golden Park Hospital - Thane,"Behind Parvati Cine Mall, Vasai Rd,(W)",Thane,Maharashtra,401202
880,Vijayalaxmi Maternity Surgical & General Hospital,"A/101-104 Savita Apt., Near New Kanchan School Nallasopara East",Thane,Maharashtra,401209
881,Bhandare Hospital,"Opp. S. T. Stand, Baramati",Baramati,Maharashtra,413102
882,Pioneer Hospital - Pune,"Diamond Commerical,Somatane Phata, On Mumbai Old Highway,Maval,",Pune,Maharashtra,410506
883,"Life Care Hospital, Nashik","1,Saptashrungi Complex,Mumbai Agra Road Highway, Lekha Nagar",Nashik,Maharashtra,422009
884,Wasade Hospital,"Behind Axis Bank, Civil Line, Nagpur Road",Chandrapur,Maharashtra,442401
885,Shivam Multispeciality & Accident Care Centre Pvt.,"Opp. Manali Resort, Near Loni-Kaubhor Toll Naka, Pune-Solapur Highway, Fursungi,Tal-Haveli",Pune,Maharashtra,412308
